0,0,1,2,3,4
5,5,"(('b', (('a', 'b'), ('b', ('a', 'b')))), ('b', ('b', ('a', 'b'))))",sigmoid,mul,9.795673076923077
0,0,"('a', 'b')",sigmoid,mul,9.795673076923077
1,1,"('b', ('a', 'b'))",sigmoid,sub,9.795673076923077
2,2,"('b', ('b', ('a', 'b')))",elu,add,9.795673076923077
3,3,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,add,9.795673076923077
4,4,"('a', ('a', 'b'))",elu,div,9.795673076923077
5,5,"('b', ('a', ('a', 'b')))",sigmoid,div,9.795673076923077
0,0,"('a', 'b')",softsign,div,9.785657051282051
1,1,"('b', ('a', 'b'))",elu,mul,9.785657051282051
2,2,"('a', ('a', 'b'))",sigmoid,sub,9.785657051282051
3,3,"('b', ('a', ('a', 'b')))",sigmoid,add,9.785657051282051
4,4,"('a', ('b', ('a', ('a', 'b'))))",softsign,div,9.785657051282051
5,5,"('a', ('a', ('b', ('a', ('a', 'b')))))",sigmoid,add,9.785657051282051
0,0,"('a', 'b')",sigmoid,sub,9.805689102564102
1,1,"('a', ('a', 'b'))",elu,add,9.805689102564102
2,2,"('a', ('a', ('a', 'b')))",softsign,div,9.805689102564102
3,3,"(('a', 'b'), ('a', ('a', ('a', 'b'))))",elu,div,9.805689102564102
4,4,"(('a', ('a', 'b')), (('a', 'b'), ('a', ('a', ('a', 'b')))))",elu,sub,9.805689102564102
5,5,"((('a', 'b'), ('a', ('a', ('a', 'b')))), (('a', ('a', 'b')), (('a', 'b'), ('a', ('a', ('a', 'b'))))))",softsign,mul,9.805689102564102
0,0,"('a', 'b')",elu,div,9.775641025641026
1,1,"('a', ('a', 'b'))",sigmoid,sub,9.775641025641026
2,2,"('b', ('a', ('a', 'b')))",softsign,mul,9.775641025641026
3,3,"(('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))",elu,div,9.775641025641026
4,4,"('b', (('a', ('a', 'b')), ('b', ('a', ('a', 'b')))))",sigmoid,add,9.775641025641026
5,5,"('a', ('b', (('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))))",elu,mul,9.775641025641026
0,0,"('a', 'b')",softsign,sub,86.81891025641026
1,1,"('b', ('a', 'b'))",sigmoid,sub,86.81891025641026
2,2,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,div,86.81891025641026
3,3,"('a', (('a', 'b'), ('b', ('a', 'b'))))",elu,div,86.81891025641026
4,4,"('a', ('a', (('a', 'b'), ('b', ('a', 'b')))))",sigmoid,div,86.81891025641026
5,5,"('a', ('b', ('a', 'b')))",sigmoid,mul,86.81891025641026
0,0,"('a', 'b')",sigmoid,add,9.795673076923077
1,1,"('a', ('a', 'b'))",elu,sub,9.795673076923077
2,2,"('a', ('a', ('a', 'b')))",sigmoid,div,9.795673076923077
3,3,"(('a', 'b'), ('a', ('a', ('a', 'b'))))",elu,mul,9.795673076923077
4,4,"(('a', 'b'), (('a', 'b'), ('a', ('a', ('a', 'b')))))",softsign,div,9.795673076923077
5,5,"(('a', ('a', ('a', 'b'))), (('a', 'b'), ('a', ('a', ('a', 'b')))))",elu,mul,9.795673076923077
0,0,"('a', 'b')",elu,div,9.805689102564102
1,1,"('a', ('a', 'b'))",softsign,sub,9.805689102564102
2,2,"('b', ('a', ('a', 'b')))",elu,div,9.805689102564102
3,3,"(('a', 'b'), ('a', ('a', 'b')))",elu,add,9.805689102564102
4,4,"(('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))",elu,add,9.805689102564102
5,5,"(('a', ('a', 'b')), (('a', ('a', 'b')), ('b', ('a', ('a', 'b')))))",sigmoid,add,9.805689102564102
0,0,"('a', 'b')",sigmoid,add,91.40625
1,1,"('b', ('a', 'b'))",sigmoid,sub,91.40625
2,2,"('a', ('a', 'b'))",elu,add,91.40625
3,3,"(('a', 'b'), ('a', ('a', 'b')))",elu,mul,91.40625
4,4,"(('b', ('a', 'b')), (('a', 'b'), ('a', ('a', 'b'))))",elu,mul,91.40625
5,5,"('b', (('a', 'b'), ('a', ('a', 'b'))))",sigmoid,add,91.40625
0,0,"('a', 'b')",sigmoid,sub,9.785657051282051
1,1,"('b', ('a', 'b'))",elu,div,9.785657051282051
2,2,"('a', ('a', 'b'))",elu,sub,9.785657051282051
3,3,"('a', ('a', ('a', 'b')))",sigmoid,add,9.785657051282051
4,4,"('b', ('a', ('a', ('a', 'b'))))",sigmoid,div,9.785657051282051
5,5,"('b', ('b', ('a', 'b')))",sigmoid,mul,9.785657051282051
0,0,"('a', 'b')",softsign,mul,9.815705128205128
1,1,"('b', ('a', 'b'))",elu,sub,9.815705128205128
2,2,"('b', ('b', ('a', 'b')))",sigmoid,sub,9.815705128205128
3,3,"(('a', 'b'), ('b', ('b', ('a', 'b'))))",sigmoid,div,9.815705128205128
4,4,"(('b', ('a', 'b')), (('a', 'b'), ('b', ('b', ('a', 'b')))))",elu,mul,9.815705128205128
5,5,"('a', (('a', 'b'), ('b', ('b', ('a', 'b')))))",elu,add,9.815705128205128
0,0,"('a', 'b')",sigmoid,mul,84.38501602564102
1,1,"('b', ('a', 'b'))",sigmoid,add,84.38501602564102
2,2,"('a', ('b', ('a', 'b')))",elu,div,84.38501602564102
3,3,"('a', ('a', ('b', ('a', 'b'))))",softsign,sub,84.38501602564102
4,4,"(('a', ('b', ('a', 'b'))), ('a', ('a', ('b', ('a', 'b')))))",sigmoid,sub,84.38501602564102
5,5,"('b', ('b', ('a', 'b')))",sigmoid,div,84.38501602564102
0,0,"('a', 'b')",sigmoid,mul,82.20152243589743
1,1,"('b', ('a', 'b'))",sigmoid,sub,82.20152243589743
2,2,"('a', ('a', 'b'))",softsign,mul,82.20152243589743
3,3,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,mul,82.20152243589743
4,4,"('b', ('a', ('a', 'b')))",elu,add,82.20152243589743
5,5,"(('a', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))",sigmoid,mul,82.20152243589743
0,0,"('a', 'b')",elu,div,9.785657051282051
1,1,"('b', ('a', 'b'))",elu,sub,9.785657051282051
2,2,"('a', ('a', 'b'))",softsign,add,9.785657051282051
3,3,"('b', ('a', ('a', 'b')))",sigmoid,add,9.785657051282051
4,4,"(('a', 'b'), ('b', ('a', ('a', 'b'))))",softsign,sub,9.785657051282051
5,5,"('b', (('a', 'b'), ('b', ('a', ('a', 'b')))))",elu,mul,9.785657051282051
0,0,"('a', 'b')",softsign,sub,9.805689102564102
1,1,"('b', ('a', 'b'))",softsign,mul,9.805689102564102
2,2,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,add,9.805689102564102
3,3,"('a', ('a', 'b'))",sigmoid,sub,9.805689102564102
4,4,"(('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))",softsign,mul,9.805689102564102
5,5,"('a', (('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b')))))",elu,div,9.805689102564102
0,0,"('a', 'b')",softsign,mul,9.805689102564102
1,1,"('b', ('a', 'b'))",softsign,div,9.805689102564102
2,2,"(('a', 'b'), ('b', ('a', 'b')))",elu,mul,9.805689102564102
3,3,"('a', ('a', 'b'))",sigmoid,div,9.805689102564102
4,4,"(('b', ('a', 'b')), ('a', ('a', 'b')))",sigmoid,mul,9.805689102564102
5,5,"(('a', 'b'), (('a', 'b'), ('b', ('a', 'b'))))",softsign,sub,9.805689102564102
0,0,"('a', 'b')",softsign,mul,84.78565705128206
1,1,"('a', ('a', 'b'))",elu,sub,84.78565705128206
2,2,"('b', ('a', 'b'))",sigmoid,add,84.78565705128206
3,3,"('b', ('a', ('a', 'b')))",softsign,mul,84.78565705128206
4,4,"(('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))",elu,sub,84.78565705128206
5,5,"('a', ('b', ('a', 'b')))",softsign,div,84.78565705128206
0,0,"('a', 'b')",elu,div,9.805689102564102
1,1,"('b', ('a', 'b'))",softsign,sub,9.805689102564102
2,2,"('a', ('a', 'b'))",elu,div,9.805689102564102
3,3,"(('a', 'b'), ('b', ('a', 'b')))",softsign,add,9.805689102564102
4,4,"('b', ('b', ('a', 'b')))",sigmoid,add,9.805689102564102
5,5,"('a', ('a', ('a', 'b')))",elu,add,9.805689102564102
0,0,"('a', 'b')",sigmoid,sub,9.775641025641026
1,1,"('b', ('a', 'b'))",sigmoid,div,9.775641025641026
2,2,"(('a', 'b'), ('b', ('a', 'b')))",softsign,sub,9.775641025641026
3,3,"('b', (('a', 'b'), ('b', ('a', 'b'))))",elu,add,9.775641025641026
4,4,"(('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))",softsign,sub,9.775641025641026
5,5,"('b', ('b', ('a', 'b')))",sigmoid,sub,9.775641025641026
0,0,"('a', 'b')",elu,div,9.805689102564102
1,1,"('b', ('a', 'b'))",elu,add,9.805689102564102
2,2,"(('a', 'b'), ('b', ('a', 'b')))",softsign,div,9.805689102564102
3,3,"('a', ('a', 'b'))",softsign,mul,9.805689102564102
4,4,"('a', ('b', ('a', 'b')))",elu,sub,9.805689102564102
5,5,"(('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))",sigmoid,sub,9.805689102564102
0,0,"('a', 'b')",sigmoid,mul,86.80889423076923
1,1,"('a', ('a', 'b'))",elu,mul,86.80889423076923
2,2,"(('a', 'b'), ('a', ('a', 'b')))",elu,add,86.80889423076923
3,3,"('a', (('a', 'b'), ('a', ('a', 'b'))))",elu,sub,86.80889423076923
4,4,"(('a', ('a', 'b')), ('a', (('a', 'b'), ('a', ('a', 'b')))))",elu,sub,86.80889423076923
5,5,"('b', ('a', 'b'))",elu,sub,86.80889423076923
0,0,"('a', 'b')",softsign,sub,86.73878205128206
1,1,"('b', ('a', 'b'))",sigmoid,mul,86.73878205128206
2,2,"('b', ('b', ('a', 'b')))",sigmoid,mul,86.73878205128206
3,3,"('a', ('a', 'b'))",sigmoid,mul,86.73878205128206
4,4,"('a', ('b', ('a', 'b')))",softsign,div,86.73878205128206
5,5,"('b', ('a', ('b', ('a', 'b'))))",softsign,mul,86.73878205128206
0,0,"('a', 'b')",elu,add,87.86057692307692
1,1,"('a', ('a', 'b'))",sigmoid,add,87.86057692307692
2,2,"('a', ('a', ('a', 'b')))",elu,sub,87.86057692307692
3,3,"(('a', 'b'), ('a', ('a', 'b')))",softsign,add,87.86057692307692
4,4,"('b', ('a', ('a', ('a', 'b'))))",elu,mul,87.86057692307692
5,5,"(('a', 'b'), ('a', ('a', ('a', 'b'))))",elu,add,87.86057692307692
0,0,"('a', 'b')",sigmoid,sub,9.795673076923077
1,1,"('a', ('a', 'b'))",sigmoid,div,9.795673076923077
2,2,"('b', ('a', ('a', 'b')))",sigmoid,mul,9.795673076923077
3,3,"(('a', 'b'), ('b', ('a', ('a', 'b'))))",sigmoid,mul,9.795673076923077
4,4,"('a', ('a', ('a', 'b')))",sigmoid,add,9.795673076923077
5,5,"(('a', 'b'), (('a', 'b'), ('b', ('a', ('a', 'b')))))",sigmoid,sub,9.795673076923077
0,0,"('a', 'b')",sigmoid,div,9.815705128205128
1,1,"('b', ('a', 'b'))",softsign,sub,9.815705128205128
2,2,"(('a', 'b'), ('b', ('a', 'b')))",elu,add,9.815705128205128
3,3,"('a', (('a', 'b'), ('b', ('a', 'b'))))",elu,mul,9.815705128205128
4,4,"('b', ('b', ('a', 'b')))",softsign,add,9.815705128205128
5,5,"(('a', (('a', 'b'), ('b', ('a', 'b')))), ('b', ('b', ('a', 'b'))))",sigmoid,add,9.815705128205128
0,0,"('a', 'b')",elu,mul,9.795673076923077
1,1,"('a', ('a', 'b'))",softsign,div,9.795673076923077
2,2,"('b', ('a', ('a', 'b')))",sigmoid,mul,9.795673076923077
3,3,"('b', ('a', 'b'))",sigmoid,add,9.795673076923077
4,4,"('a', ('b', ('a', 'b')))",sigmoid,sub,9.795673076923077
5,5,"(('b', ('a', ('a', 'b'))), ('a', ('b', ('a', 'b'))))",elu,add,9.795673076923077
0,0,"('a', 'b')",softsign,mul,9.805689102564102
1,1,"('a', ('a', 'b'))",sigmoid,div,9.805689102564102
2,2,"(('a', 'b'), ('a', ('a', 'b')))",softsign,div,9.805689102564102
3,3,"(('a', 'b'), (('a', 'b'), ('a', ('a', 'b'))))",sigmoid,mul,9.805689102564102
4,4,"(('a', 'b'), (('a', 'b'), (('a', 'b'), ('a', ('a', 'b')))))",softsign,add,9.805689102564102
5,5,"('a', (('a', 'b'), ('a', ('a', 'b'))))",elu,mul,9.805689102564102
0,0,"('a', 'b')",softsign,div,9.795673076923077
1,1,"('a', ('a', 'b'))",elu,mul,9.795673076923077
2,2,"('b', ('a', 'b'))",elu,div,9.795673076923077
3,3,"(('a', ('a', 'b')), ('b', ('a', 'b')))",elu,mul,9.795673076923077
4,4,"('b', ('a', ('a', 'b')))",elu,mul,9.795673076923077
5,5,"(('b', ('a', 'b')), ('b', ('a', ('a', 'b'))))",elu,div,9.795673076923077
0,0,"('a', 'b')",sigmoid,sub,85.64703525641026
1,1,"('b', ('a', 'b'))",softsign,mul,85.64703525641026
2,2,"('a', ('b', ('a', 'b')))",sigmoid,add,85.64703525641026
3,3,"(('a', 'b'), ('b', ('a', 'b')))",softsign,mul,85.64703525641026
4,4,"('b', (('a', 'b'), ('b', ('a', 'b'))))",elu,mul,85.64703525641026
5,5,"('b', ('b', (('a', 'b'), ('b', ('a', 'b')))))",sigmoid,add,85.64703525641026
0,0,"('a', 'b')",elu,add,91.33613782051282
1,1,"('a', ('a', 'b'))",softsign,add,91.33613782051282
2,2,"('b', ('a', 'b'))",sigmoid,mul,91.33613782051282
3,3,"('a', ('a', ('a', 'b')))",elu,add,91.33613782051282
4,4,"('a', ('a', ('a', ('a', 'b'))))",elu,add,91.33613782051282
5,5,"(('a', ('a', 'b')), ('b', ('a', 'b')))",sigmoid,add,91.33613782051282
0,0,"('a', 'b')",elu,sub,90.99559294871794
1,1,"('a', ('a', 'b'))",sigmoid,mul,90.99559294871794
2,2,"(('a', 'b'), ('a', ('a', 'b')))",softsign,sub,90.99559294871794
3,3,"(('a', 'b'), (('a', 'b'), ('a', ('a', 'b'))))",softsign,add,90.99559294871794
4,4,"('b', ('a', ('a', 'b')))",elu,sub,90.99559294871794
5,5,"(('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))",sigmoid,sub,90.99559294871794
0,0,"('a', 'b')",elu,add,9.785657051282051
1,1,"('a', ('a', 'b'))",elu,mul,9.785657051282051
2,2,"('b', ('a', ('a', 'b')))",elu,div,9.785657051282051
3,3,"('b', ('b', ('a', ('a', 'b'))))",softsign,sub,9.785657051282051
4,4,"(('b', ('a', ('a', 'b'))), ('b', ('b', ('a', ('a', 'b')))))",elu,add,9.785657051282051
5,5,"('a', (('b', ('a', ('a', 'b'))), ('b', ('b', ('a', ('a', 'b'))))))",softsign,sub,9.785657051282051
0,0,"('a', 'b')",sigmoid,div,9.815705128205128
1,1,"('b', ('a', 'b'))",softsign,div,9.815705128205128
2,2,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,add,9.815705128205128
3,3,"('a', ('b', ('a', 'b')))",elu,sub,9.815705128205128
4,4,"((('a', 'b'), ('b', ('a', 'b'))), ('a', ('b', ('a', 'b'))))",softsign,mul,9.815705128205128
5,5,"('a', ('a', 'b'))",elu,div,9.815705128205128
0,0,"('a', 'b')",softsign,add,9.785657051282051
1,1,"('b', ('a', 'b'))",softsign,add,9.785657051282051
2,2,"(('a', 'b'), ('b', ('a', 'b')))",softsign,mul,9.785657051282051
3,3,"('b', ('b', ('a', 'b')))",elu,div,9.785657051282051
4,4,"('b', (('a', 'b'), ('b', ('a', 'b'))))",softsign,add,9.785657051282051
5,5,"((('a', 'b'), ('b', ('a', 'b'))), ('b', ('b', ('a', 'b'))))",sigmoid,add,9.785657051282051
0,0,"('a', 'b')",elu,sub,9.795673076923077
1,1,"('b', ('a', 'b'))",elu,add,9.795673076923077
2,2,"('a', ('b', ('a', 'b')))",softsign,mul,9.795673076923077
3,3,"(('b', ('a', 'b')), ('a', ('b', ('a', 'b'))))",sigmoid,sub,9.795673076923077
4,4,"(('a', ('b', ('a', 'b'))), (('b', ('a', 'b')), ('a', ('b', ('a', 'b')))))",sigmoid,div,9.795673076923077
5,5,"(('a', 'b'), ('a', ('b', ('a', 'b'))))",elu,div,9.795673076923077
0,0,"('a', 'b')",elu,div,9.795673076923077
1,1,"('b', ('a', 'b'))",softsign,sub,9.795673076923077
2,2,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,div,9.795673076923077
3,3,"('a', (('a', 'b'), ('b', ('a', 'b'))))",softsign,mul,9.795673076923077
4,4,"('a', ('a', (('a', 'b'), ('b', ('a', 'b')))))",sigmoid,sub,9.795673076923077
5,5,"('b', (('a', 'b'), ('b', ('a', 'b'))))",softsign,add,9.795673076923077
0,0,"('a', 'b')",softsign,sub,87.9306891025641
1,1,"('a', ('a', 'b'))",sigmoid,add,87.9306891025641
2,2,"('a', ('a', ('a', 'b')))",sigmoid,mul,87.9306891025641
3,3,"(('a', 'b'), ('a', ('a', ('a', 'b'))))",sigmoid,mul,87.9306891025641
4,4,"(('a', ('a', 'b')), ('a', ('a', ('a', 'b'))))",sigmoid,div,87.9306891025641
5,5,"('a', (('a', 'b'), ('a', ('a', ('a', 'b')))))",softsign,add,87.9306891025641
0,0,"('a', 'b')",elu,mul,9.785657051282051
1,1,"('b', ('a', 'b'))",elu,mul,9.785657051282051
2,2,"(('a', 'b'), ('b', ('a', 'b')))",softsign,mul,9.785657051282051
3,3,"('a', ('b', ('a', 'b')))",elu,sub,9.785657051282051
4,4,"('a', ('a', ('b', ('a', 'b'))))",softsign,add,9.785657051282051
5,5,"(('b', ('a', 'b')), ('a', ('b', ('a', 'b'))))",softsign,div,9.785657051282051
0,0,"('a', 'b')",elu,div,9.805689102564102
1,1,"('a', ('a', 'b'))",elu,add,9.805689102564102
2,2,"('a', ('a', ('a', 'b')))",softsign,add,9.805689102564102
3,3,"('a', ('a', ('a', ('a', 'b'))))",sigmoid,mul,9.805689102564102
4,4,"('b', ('a', 'b'))",sigmoid,sub,9.805689102564102
5,5,"('a', ('a', ('a', ('a', ('a', 'b')))))",elu,mul,9.805689102564102
0,0,"('a', 'b')",elu,sub,87.35977564102564
1,1,"('b', ('a', 'b'))",softsign,add,87.35977564102564
2,2,"(('a', 'b'), ('b', ('a', 'b')))",softsign,mul,87.35977564102564
3,3,"('a', ('b', ('a', 'b')))",sigmoid,sub,87.35977564102564
4,4,"(('a', 'b'), ('a', ('b', ('a', 'b'))))",softsign,sub,87.35977564102564
5,5,"('a', ('a', 'b'))",softsign,add,87.35977564102564
0,0,"('a', 'b')",softsign,div,9.815705128205128
1,1,"('a', ('a', 'b'))",softsign,add,9.815705128205128
2,2,"('a', ('a', ('a', 'b')))",softsign,mul,9.815705128205128
3,3,"('a', ('a', ('a', ('a', 'b'))))",sigmoid,add,9.815705128205128
4,4,"(('a', 'b'), ('a', ('a', ('a', ('a', 'b')))))",softsign,mul,9.815705128205128
5,5,"('b', ('a', ('a', ('a', ('a', 'b')))))",sigmoid,mul,9.815705128205128
0,0,"('a', 'b')",softsign,div,9.815705128205128
1,1,"('b', ('a', 'b'))",sigmoid,div,9.815705128205128
2,2,"('a', ('a', 'b'))",softsign,add,9.815705128205128
3,3,"('a', ('b', ('a', 'b')))",elu,div,9.815705128205128
4,4,"(('b', ('a', 'b')), ('a', ('b', ('a', 'b'))))",sigmoid,add,9.815705128205128
5,5,"(('a', 'b'), (('b', ('a', 'b')), ('a', ('b', ('a', 'b')))))",sigmoid,div,9.815705128205128
0,0,"('a', 'b')",elu,add,83.72395833333333
1,1,"('a', ('a', 'b'))",elu,sub,83.72395833333333
2,2,"(('a', 'b'), ('a', ('a', 'b')))",elu,add,83.72395833333333
3,3,"(('a', 'b'), (('a', 'b'), ('a', ('a', 'b'))))",sigmoid,add,83.72395833333333
4,4,"('a', (('a', 'b'), ('a', ('a', 'b'))))",softsign,mul,83.72395833333333
5,5,"(('a', ('a', 'b')), (('a', 'b'), (('a', 'b'), ('a', ('a', 'b')))))",sigmoid,div,83.72395833333333
0,0,"('a', 'b')",elu,sub,86.55849358974359
1,1,"('a', ('a', 'b'))",sigmoid,add,86.55849358974359
2,2,"('a', ('a', ('a', 'b')))",softsign,add,86.55849358974359
3,3,"(('a', 'b'), ('a', ('a', 'b')))",softsign,add,86.55849358974359
4,4,"('b', ('a', ('a', 'b')))",sigmoid,add,86.55849358974359
5,5,"(('a', ('a', ('a', 'b'))), (('a', 'b'), ('a', ('a', 'b'))))",softsign,sub,86.55849358974359
0,0,"('a', 'b')",softsign,add,9.815705128205128
1,1,"('a', ('a', 'b'))",softsign,div,9.815705128205128
2,2,"('b', ('a', ('a', 'b')))",softsign,add,9.815705128205128
3,3,"(('a', ('a', 'b')), ('b', ('a', ('a', 'b'))))",softsign,add,9.815705128205128
4,4,"('b', ('a', 'b'))",softsign,sub,9.815705128205128
5,5,"('b', ('b', ('a', ('a', 'b'))))",softsign,mul,9.815705128205128
0,0,"('a', 'b')",softsign,mul,76.02163461538461
1,1,"('a', ('a', 'b'))",sigmoid,mul,76.02163461538461
2,2,"('b', ('a', 'b'))",sigmoid,mul,76.02163461538461
3,3,"(('a', ('a', 'b')), ('b', ('a', 'b')))",elu,div,76.02163461538461
4,4,"('a', (('a', ('a', 'b')), ('b', ('a', 'b'))))",softsign,add,76.02163461538461
5,5,"('a', ('b', ('a', 'b')))",sigmoid,mul,76.02163461538461
0,0,"('a', 'b')",softsign,mul,9.805689102564102
1,1,"('a', ('a', 'b'))",elu,div,9.805689102564102
2,2,"('b', ('a', ('a', 'b')))",elu,sub,9.805689102564102
3,3,"('a', ('a', ('a', 'b')))",softsign,sub,9.805689102564102
4,4,"('b', ('a', 'b'))",sigmoid,div,9.805689102564102
5,5,"(('a', ('a', ('a', 'b'))), ('b', ('a', 'b')))",elu,mul,9.805689102564102
0,0,"('a', 'b')",sigmoid,div,9.805689102564102
1,1,"('a', ('a', 'b'))",elu,div,9.805689102564102
2,2,"('b', ('a', 'b'))",elu,mul,9.805689102564102
3,3,"('b', ('b', ('a', 'b')))",softsign,mul,9.805689102564102
4,4,"('a', ('b', ('a', 'b')))",elu,div,9.805689102564102
5,5,"(('a', 'b'), ('a', ('b', ('a', 'b'))))",sigmoid,sub,9.805689102564102
0,0,"('a', 'b')",softsign,sub,87.59014423076923
1,1,"('b', ('a', 'b'))",softsign,add,87.59014423076923
2,2,"('b', ('b', ('a', 'b')))",elu,div,87.59014423076923
3,3,"('b', ('b', ('b', ('a', 'b'))))",softsign,div,87.59014423076923
4,4,"('a', ('b', ('a', 'b')))",sigmoid,add,87.59014423076923
5,5,"('b', ('a', ('b', ('a', 'b'))))",sigmoid,add,87.59014423076923
0,0,"('a', 'b')",softsign,div,9.815705128205128
1,1,"('a', ('a', 'b'))",softsign,div,9.815705128205128
2,2,"('a', ('a', ('a', 'b')))",elu,mul,9.815705128205128
3,3,"('b', ('a', ('a', ('a', 'b'))))",sigmoid,add,9.815705128205128
4,4,"('b', ('a', ('a', 'b')))",sigmoid,div,9.815705128205128
5,5,"(('a', 'b'), ('b', ('a', ('a', ('a', 'b')))))",softsign,div,9.815705128205128
0,0,"('a', 'b')",softsign,mul,76.47235576923077
1,1,"('b', ('a', 'b'))",softsign,mul,76.47235576923077
2,2,"(('a', 'b'), ('b', ('a', 'b')))",sigmoid,add,76.47235576923077
3,3,"('a', ('b', ('a', 'b')))",softsign,sub,76.47235576923077
4,4,"('a', ('a', ('b', ('a', 'b'))))",softsign,mul,76.47235576923077
5,5,"(('a', ('b', ('a', 'b'))), ('a', ('a', ('b', ('a', 'b')))))",softsign,mul,76.47235576923077
0,0,"('a', 'b')",elu,div,9.815705128205128
1,1,"('b', ('a', 'b'))",sigmoid,sub,9.815705128205128
2,2,"('a', ('a', 'b'))",elu,add,9.815705128205128
3,3,"('a', ('b', ('a', 'b')))",sigmoid,mul,9.815705128205128
4,4,"(('b', ('a', 'b')), ('a', ('b', ('a', 'b'))))",softsign,add,9.815705128205128
5,5,"(('a', ('a', 'b')), ('a', ('b', ('a', 'b'))))",sigmoid,sub,9.815705128205128
0,0,"('a', 'b')",elu,div,9.795673076923077
1,1,"('a', ('a', 'b'))",elu,div,9.795673076923077
2,2,"('b', ('a', ('a', 'b')))",softsign,add,9.795673076923077
3,3,"('a', ('a', ('a', 'b')))",sigmoid,div,9.795673076923077
4,4,"(('b', ('a', ('a', 'b'))), ('a', ('a', ('a', 'b'))))",sigmoid,mul,9.795673076923077
5,5,"(('b', ('a', ('a', 'b'))), (('b', ('a', ('a', 'b'))), ('a', ('a', ('a', 'b')))))",sigmoid,div,9.795673076923077
0,0,"('a', 'b')",softsign,sub,83.83413461538461
1,1,"('b', ('a', 'b'))",softsign,mul,83.83413461538461
2,2,"('a', ('b', ('a', 'b')))",softsign,add,83.83413461538461
3,3,"('a', ('a', ('b', ('a', 'b'))))",elu,div,83.83413461538461
4,4,"(('a', 'b'), ('a', ('a', ('b', ('a', 'b')))))",softsign,div,83.83413461538461
5,5,"('b', ('a', ('b', ('a', 'b'))))",softsign,mul,83.83413461538461
0,0,"('a', 'b')",sigmoid,add,9.785657051282051
1,1,"('a', ('a', 'b'))",softsign,sub,9.785657051282051
2,2,"('b', ('a', 'b'))",softsign,div,9.785657051282051
3,3,"(('a', 'b'), ('b', ('a', 'b')))",elu,mul,9.785657051282051
4,4,"(('a', ('a', 'b')), ('b', ('a', 'b')))",sigmoid,div,9.785657051282051
5,5,"(('b', ('a', 'b')), (('a', ('a', 'b')), ('b', ('a', 'b'))))",sigmoid,div,9.785657051282051
0,0,"('a', 'b')",sigmoid,sub,9.805689102564102
1,1,"('b', ('a', 'b'))",elu,sub,9.805689102564102
2,2,"(('a', 'b'), ('b', ('a', 'b')))",elu,mul,9.805689102564102
3,3,"(('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))",softsign,div,9.805689102564102
4,4,"(('a', 'b'), (('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b')))))",elu,add,9.805689102564102
5,5,"((('a', 'b'), ('b', ('a', 'b'))), (('a', 'b'), (('b', ('a', 'b')), (('a', 'b'), ('b', ('a', 'b'))))))",softsign,sub,9.805689102564102
0,0,"('a', 'b')",elu,add,9.795673076923077
1,1,"('a', ('a', 'b'))",elu,div,9.795673076923077
2,2,"('a', ('a', ('a', 'b')))",softsign,sub,9.795673076923077
3,3,"('a', ('a', ('a', ('a', 'b'))))",elu,sub,9.795673076923077
4,4,"(('a', 'b'), ('a', ('a', ('a', 'b'))))",elu,add,9.795673076923077
5,5,"('a', (('a', 'b'), ('a', ('a', ('a', 'b')))))",softsign,sub,9.795673076923077
0,0,"('a', 'b')",sigmoid,mul,88.77203525641026
1,1,"('a', ('a', 'b'))",softsign,mul,88.77203525641026
2,2,"('a', ('a', ('a', 'b')))",elu,sub,88.77203525641026
3,3,"('b', ('a', 'b'))",elu,div,88.77203525641026
4,4,"('b', ('a', ('a', ('a', 'b'))))",elu,add,88.77203525641026
5,5,"('b', ('a', ('a', 'b')))",sigmoid,add,88.77203525641026
0,0,"('a', 'b')",softsign,div,9.785657051282051
1,1,"('b', ('a', 'b'))",elu,add,9.785657051282051
2,2,"('b', ('b', ('a', 'b')))",elu,div,9.785657051282051
3,3,"(('a', 'b'), ('b', ('b', ('a', 'b'))))",softsign,div,9.785657051282051
4,4,"('a', (('a', 'b'), ('b', ('b', ('a', 'b')))))",elu,mul,9.785657051282051
5,5,"(('a', 'b'), ('a', (('a', 'b'), ('b', ('b', ('a', 'b'))))))",elu,add,9.785657051282051
0,0,"('a', 'b')",sigmoid,div,9.805689102564102
1,1,"('b', ('a', 'b'))",softsign,div,9.805689102564102
